company,address,city,telephone,type,description
CV.SURYA MITRA BARA,Kebon Pedes Kec.Tanah Sareal - Bogor,Bogor • Jawa Barat,,bahan-bangunan,"Kami adalah Perusahaan Perdagangan Material dan Suku Cadang dengan Skala Besar untuk Kebutuhan Material Konstruksi dan Industri seperti : 
 Power Plant , Oil , Gas , Petrochemical dan Industrial Plant : 
 Kami mendukung dan men supply Material seperti : 
 PIPA : CARBON STEEL , STAINLESS STEEL , ALLO"
Cutelion,Jl. Kupang Praupan II No 15,Surabaya • Jawa Timur,,bahan-bangunan,"Kami menyediakan keperluan konsumen seperti Rumah baru/ bekas, Mobil baru/ bekas. Kami mengutamakan kepuasan, karena itu kwalitas jadi no.1."
PT. Berca Computel / PT. Berca Cakra Teknologi,Jl.Tengku Angkasa No.33,Bandung • Jawa Barat,,bahan-bangunan,"PT. Berca Computel / PT. Berca Cakra Teknologi adalah Authorized Distributor Motorola Canopy Wireless, D-Link, Jetway, AMD, Dynet dan Manufactur RELION di Indonesia
 
 Untuk Produk Relion, kami menyediakan untuk project LAB BAHASA dan TIK Sekolah ( BLOCKGRANT) baik SD, SMP, maupun SMU di seluruh Ind"
CV.Multi Karya Bersama Mandiri,Puri permai Blok H10/19 tigaraksa,Tangerang • Banten,,bahan-bangunan,"Kami mengerjakan, desingt kontruksi baja, juga mengerjakan kontruksi baja, Rangka atap baja ringan, Interior lift, Plapon partisi, Aluminium teralis dll"
CV.NAMURAHIAN,Jln.Gatot Subroto no 91 Sei bedungun Km-5,Tanjung Redeb • Kalimantan Timur,,bahan-bangunan,"Perusahaan kami bergerak dibidang Chemical trading & Service Engineering untuk industri.Kami mempunyai tenaga-tenaga trampil yang sudah mempunya pengalaman dibergai industri-industri besar di seluruh tanah air.Service Engineering meliputi: Instrumentation, control system, hydraulic system, Heavy Equ"
Wahyu Home,Mindaha,Jepara • Jawa Tengah,,bahan-bangunan,Menyediakan segala jenis furniture( mebel) untuk dalam dan luar negeri
PT . ATAMORA TEHNIK MAKMUR,"Jl. Ternate No.21-H, Roxy-Jakarta Pusat 10150",Jakarta • Jakarta,,bahan-bangunan,"Kami PT. ATAMORA TEKNIK MAKMUR kami adalah perusahaan dagang Distributor & agen tunggal untuk barang berikut : 
 -	 LIFT-ALL ( Webbing Sling, Roundsling) 
 WIA SAFE ( Height Safety) , Lashing, Lifting equipment, WireRope Sling / kawat Baja, Chain / Rantai Sling, Turn Bukle, Hook, SWIVEL HOOK, Dll ("
lentera nusa persada,Jl. Islamic Raya No. 7 D Perum. Islamic Village Tangerang Bante,Tangerang • Banten,,bahan-bangunan,"Kami berdiri sejak 1996 di Jepara Indonesia, kami bergerak di bidang perdagangan umum, home furnishing, home furnishing service, dll.
 
 Kunjungi gallery kami di Jl. Islamic Raya No. 7 D Perum. Islamic Village Tangerang Banten"
Alat tulis kantor harga grosir Phone 021.93394402,Halimun B.II/22 guntur Belakang Landmark dan Menara Imperium. Rusun Benhil .Jl. PrapatanKwitang-JakPus. Menteng Wadas Selata,DKI JAKARTA • Jakarta,,bahan-bangunan,"Harga Distributor Dianda Putra Jaya Jual Alat Tulis Kantor
 Post it 645 Rp. 5.800
 Sign here Rp. 15.000
 PG 40 Canon ( Original Data scrip ) Rp. 165.000
 PG 41 Canon ( Original Data scrip) Rp. 205.000
 Toner HP 12 A Rp. 550.000, -
 Ordner 717 Black Rp. 9.900/ pc
 Document tray minimalis Rp. 85.000,"
PT.ELEKTRIKAL CATUR PERKASA,Komp Mutiara Taman Palem Blok C10 No.70,jakarta barat • Jakarta,,bahan-bangunan,"kami PT. ELEKTRIKAL CATUR PERKASA sebagai perusahaan penjual Generator set.Berdomisili di Komp Mutiara Taman Palem Blok C10 No.70 Jakarta Barat, bermaksud memperkenalkan Perusahaan kami yang bergerak di bidang Telekomunikasi baik Pekerjaan CME/ ME maupun Instalasi, service and maentent Generator. Di"
CV.GRAHA FURNITURINDO,jl.jati sari No.1A PP Legi Waru-Sidoarjo,Sidoarjo • Jawa Timur,,bahan-bangunan,"Kami adalah perusahaan yang bergerak di bidang perkayuan. Kami melayani pembuatan mebel, kusen, pintu, gazebo, rumah kayu, jual beli kayu kalimanatan dan jati."
canopy rumah,JL. Leuwi Nanggung No. 50 BUKIT GOLF CIBUBUR,"CIBUBUR, Jakarta timur • Jakarta",,bahan-bangunan,"PT. TRY SARANA ARTHA bergerak di bidang : PERDAGANGAN DAN JASA DALAM HAL MATERIAL INTERIOR DAN EXTERIOR SPECIALIS : CANOPY, BESI TEMPA, STAINLESS, TRALIS, PAGAR FOLDING GATE, MINIMALIS, PINTU EKSPANDA, KASA NYAMUK, RANGKA ATAP BAJA RINGAN DLL.
 MENERIMA PESANAN SEJABODETABEK DAN KOTA- KOTA LAINNYA."
Little King Creativision,"Jl. Bahagia V No.4. Per.Pondok Makmur, Gebang Raya",Tangerang • Banten,,bahan-bangunan,Perusahaan produksi aneka sepatu bayi yang terbuat dari material pilihan yang sangat nyaman saat dipakai dengan tampilan lucu dan menarik.
PT PHOENIX GOLD INTERNATIONAL,Kelapa Gading Apt. kelapa Gading Square,jakarta • Jakarta,,bahan-bangunan,KAMI ADALAH PERUSAHAAN TRADING YANG BERGERAK DI BIDANG SUPPLIER PLASTIK BAIK EXPORT MAUPUN IMPORT
Udanemas Antique,Jl. ikan Tongkol no 51,Sidoarjo • Jawa Timur,,bahan-bangunan,"Didirikan pada tahun 1999, kami menjual antik kepulauan Indonesia kepada para kolektor, pengamat, dan pakar"
KOPERASI PONDOK PESANTREN ( KOPONTREN) Al-Ishlah,Jl.Imam Bonjol desa bobos-dukupuntang,cirebon • Jawa Barat,,bahan-bangunan,"Koperasi pondok pesantren Al-Ishlah bergerak dibidang perdagangan & penambangan galian C untuk industri keramik ( felspar) , Batu Alam ( batu Putih) , tanah Urug dan batu belah,"
PT. JELAJAH TRUSTINDO,taman aries blok a2 no. 17,Jakarta Barat • Jakarta,,bahan-bangunan,"PT. JELAJAH TRUSTINDO bergerak dalam bidang konstruksi rangka atap baja ringan. Pengalaman kami di rangka atap sudah sejak tahun 1993. Mulai dari kuda-kuda fabrikasi kayu sampai dengan saat ini menggunakan baja ringan.
 Kami sadar bahwa rangka atap memegang peranan yang sangat vital dalam komponen s"
PT Biometrik Citra Solusi Jogja,Jln Parangtritis 142 A,Jogja • Yogyakarta,,bahan-bangunan,"SEKILAS DAN LEGALITAS
 
 Fingerspot adalah brand dari produk sensor sidik jari yang telah berpengalaman di bidang solusi sidik jari sejak tahun 2002. Brand Fingerspot berada dibawah legalitas PT. Biometrik Citra Solusi dengan website www.absensiyogyakarta.wordpress.com
 Nama perusahaan PT. Biometrik"
Aksesories Komputer,"Jl Tanah Merdeka III/21, JakTim",DKI JAKARTA • Jakarta,,bahan-bangunan,Kami adalah badan usaha yang mendistribusikan product-product hardware komputer dan aksesorisnya. Kami melayani partai dan satuan.
SUKSES DINAMIKA ENGINEERING ATAP GALVALUME,GRAHA ASRI SUKODONO E-02 SUKODONO,SIDOARJO • Jawa Timur,,bahan-bangunan,"SELAMAT DATANG DI SITUS KAMI! 
 
 PELANGGAN YANG TERHORMAT, PERKENALKANLAH KAMI ADALAH DISTRIBUTOR PRODUK2 BUILDING MATERIAL TERMURAH, TERCEPAT DAN BERKUALITAS DI INDONESIA. SALAH SATU PRODUK ANDALAN KAMI ADALAH ATAP GELOMBANG GALVALUME-ZINCALUME. ATAP GELOMBANG GALVALUME-ZINCALUME INI MERUPAKAN PRO"
raja batu alam,Jl.Mawar Raya Fajar Indah Jajar Solo,solo • Jawa Tengah,,bahan-bangunan,"SPESIALIS BATU ALAM KOTA SOLO. TAMAN, KOLAM RENANG, DESAIN DAN BANGUN RUMAH, DESAIN INTERIOR & EKSTERIOR, DLL.
 AHLI DESAIN TAMAN, DESAIN GAMBAR 2D & 3D, PELAKSANAAN.
 PEMASANGAN CARPORT BATU ALAM ."
KUD Margo Mulyo,Jl. Raya Kranggan - Kaloran Km 1,Temanggung • Jawa Tengah,,bahan-bangunan,Industri Pengolahan Glukosa atau glucose ( Gula Cair Kental yang terbuat dari Tapioka)
BlessingStones,Panjang Jiwo Permai No.1,Surabaya • Jawa Timur,,bahan-bangunan,
Feasibility Study,Citra Graha Building,Jakarta • Jakarta,,bahan-bangunan,"Menerima Jasa Akuntansi untuk penyusunan laporan keuangan ( Gratis Accounting Software) menggunakan software berbasis microsoft dan web base meningkatkan efisiensi dan efektifitas karena dapat di akses dimanapun dan kapanpun ( 24/ 7) 
 
 Tersedia juga berbagai template studi kelayakan ( Business Pla"
PT_ CITO PHARMA INTI,"Komp. Ruko mutiara taman palem,JL. raya kamal Outer Ring Road cengkareng",JAKARTA • Jakarta,,bahan-bangunan,"Perusahaan kami bergerak dibidang supplayer bahan baku untuk kategori food dan beverage, serta feed"
Omega Engineering Ind,Ruko Puri Indah Kav.02,Sidoarjo • Jawa Timur,,bahan-bangunan,"Kami perusahaan bergerak di bidang supply kebutuhan teknik, seperti Pressure Gauges, Temperature Gauges, Valve, bearing, cable, Kebutuhan baut-baut dengan berbagai ukuran, flexible joint, dll"
PT ANATHAPINDIKA,"Jendral Sudirman Street 82, RT: 005",jambi • Jambi,,bahan-bangunan,
CV. Cahaya Mas,Bekasi Utara,Bekasi • Jawa Barat,,bahan-bangunan,"Perusahaan Trading dan perdagangan umum.
 menyediakan kebutuhan "" SEAL TAPE"" untuk tabung gas dan pipa air."
PT.MAKASA CAHAYA ENERGY,jl.wadas sari I pondok betung pondok are,tanggerang selatan • Banten,,bahan-bangunan,PT.MAKASA CAHAYA ENERGY specialis flexible copper braid segala macam ukuran
MEGABETON CENTER TELP : 021-84971212,Jl. Caman Raya no.34 Jatibening,Bekasi • Jawa Barat,,bahan-bangunan,"Kami adalah distributor penjualan besi dan baja dengan harga yang kompetitif. Berpusat di Jl. Caman Raya No.34 Jatibening, Bekasi. Produk yang kami jual meliputi : Besi ( SNI dan Non SNI) , Wiremesh, BRC, Floor Deck, Galvalum, CNP, Hollow, Flatsheet, Siku, Pipa, dll.
 Kami mengutamakan kualitas dan"
PT.MAE LOGISTIC P & J,Jl. Industri Selatan Blok  EE - 11M Jababeka Tahap 2,Cikarang_Bekasi • Jawa Barat,,bahan-bangunan,"Dengan Hormat, 
 
 Pada Kesempatan ini Kami, PT. MAE LOGISTIC P & J, bermaksud memperkenalkan perusahaan kami
 untuk dapat di pertimbangkan sebagai vendor, rekanan atau subcontractor pada perusahaan Bapak/ Ibu
 Kami memberikan mutu dan pelayanan yang terbaik secara professional, bertanggung jawab de"
PT. ELITISM INTERNATIONAL,"CITRALAND, MANSION PARK MP. 2, NO. 6",SURABAYA - INDONESIA • Jawa Timur,,bahan-bangunan,"Kami adalah perusahaan yang bergerak di bidang Jual Beli HASIL LAUT antara lain : Ikan Laut, Lobster Laut ( Bambu, Batu, Batik, Pakistan dan Mutiara ) , dan Teripang. Untuk Lobaster air laut kami juga budi daya sendiri selain menerima hasil dari nelayan. Apabila anda berkenan Untuk menjual atau memb"
CV TRI MITRA BUMI DAYA,Jakarta barat,DKI Jakarta • Jakarta,,bahan-bangunan,"CV.TRI MITRA BUMI DAYA
 
 Bergerak di Bidang Pemasaran Electronik Air Cleaner or Air Purifier System Filter Elektrostatic, Maintenance Kontrak Service, Pemasangan dsb.
 
 Electronik Air Cleaner Elektrostatic : 
 > Ceiling Mounted
 > Duct Mounted
 > Portable
 > Maintenance Service
 
 Market Applicati"
HERMANJASA,JL:Teuku Umar Gg. 7 no. 106,jember • Jawa Timur,,bahan-bangunan,"Terima pesanan, pemasangan Kusen, pintu kamar mandi, Lemari kaca"
RAYAKONSTRUKSI,Jl.Dewi Sartika no.18 Bekasi,Bekasi • Jawa Barat,,bahan-bangunan,"RAYAKONSTRUKSI
 ( Jasa konstruksi) 
 
 rayakonstruksi adalah usaha yang bergerak di bidang jasa pembangunan rumah tinggal, ruko, kantor, pabrik, dll."
N N Brother s,angkal pinang,bangka • Bangka & Belitung,,bahan-bangunan,"Pusahaan N' N Brother' s bergerak di bidang Pertambangan dan Suplier Tin( Sn) Slag, Gross Tin( Sn) , Exhoust Tin( Sn) , Pasir Kuarsa, Zirkon, Mangan( Mn) , rutil, pasir besi dan Batu Besi( Fe) , kami juga melayani permintaan inggot .Jika ada Buyer yang serius dapat menghubungi kami dan dapat survey"
Siegenindo,"Jl. Raya Sidolemu, Sidojangkung",Gresik • Jawa Timur,,bahan-bangunan,"Siegenindo berdiri pada tahun 1988. Berbekal pengalaman, Perusahaan kami telah membuktikan diri untuk menjadi ahli dalam bidang rekayasa, sirkulasi udara dan pengendalian limbah serta debu industri.
 Dengan peralatan yang memadai serta tenaga yang sangat berpengalaman dibidangnya, kami siap memberik"
PT Sentral Teknik Surya,Kendangsari YKP 2/ 34,Surabaya • Jawa Timur,,bahan-bangunan,
Motif8,Jln. Bintang (Simpang Nusantara) No.186AA,Medan • Sulawesi Utara,,bahan-bangunan,
Rudi Stone,"unset road, seminyak, bali",kuta • Bali,,bahan-bangunan,"kita adalah perusahaan yang bergerak di bidang batu. kita menjual batu india, antara lain: slate, quazite, limestone dan sandstone."
Radiating Globe,Jl. KH. Kholil Gang 13 / Nomor 06,Gresik • Jawa Timur,,bahan-bangunan,"Radiating Globe merupakan perusahaan yang masih dalam tahap pendirian. Perusahaan ini bergerak dalam bidang pengangkutan semen milik PT. Semen Gresik, trading, travel dan lain-lain."
PT.BAJAKU,"jl.kaliurang km.13,kencura",yogyakarta • Jawa Tengah,,bahan-bangunan,PTBajaku perusahaan yang bergerak dibidang distributor baja dari bloescoup dari pendisainan rangka atap baja ringan sampai pembuatan rumah freem dari baja
PT. SARANA UTAMA SUKSES,RUkan Exclusive Mediterania block D no 27 Pantai Indah Kapuk,Jakarta Utara • Jakarta,,bahan-bangunan,"PROFILE PERUSAHAAN
 
 PT SARANA UTAMA SUKSES : Perusahaan kami berdiri pada tahun 2004 , bergerak dibidang usaha Enginering Industri : Sale & Distributor Mesin -Mesin Industri, membuat Dies Jig , Tooling & Jasa konsultan industri khususnya di bidang metal work.
 
 Perusahaan mulai tahun 2004 sudah m"
Gunung Manggar Steel,Jl Kelapa Dua Raya No 4F,Jakarta Barat • Jakarta,,bahan-bangunan,Gunung Manggar adalah Distrobutor Rangka Plafon Baja ringan dan Rangka atap baja ringan
Anugerah Natural Stone,Jl  Ancol Selatan II No.23 Sunter Agung Podomoro,Jakarta • Jakarta,,bahan-bangunan,
PT. Tabanan Wisata Alam Nusantara,Jl. EE No. 42 Menteng Dalam,Jakarta • Jakarta,,bahan-bangunan,"PT. TABANAN WISATA ALAM NUSANTARA, adalah Perusahaan yang bergerak khusus dalam pembangunan hingga pengoperasian proyek-proyek dalam bidang Sarana Dan Prasarana Pariwisata. Lokasi Proyek terletak di Kab. Jembrana dan Kab. Tabanan, tepatnya di Desa Kelanting dan Desa Tibubiu, Kec. Kerambitan, Kab. Ta"
cvniagadjaya,"Ruko Gardenia, Jalan Irigasi Raya Bok H No.18",Cikarang • Jawa Barat,,bahan-bangunan,"kami adalah perusahaan dagang yang bergerak di bidang General Suplayer, elektrical dan mechanical ."
rajasupplierbali.com,kuta utara,badung • Bali,,agrobisnis-produk-pangan,"jual beli ikan segar, udang, cumi, kerang, proses, dan delivery seluruh daerah canggu, petitenget, seminyak, kuta, legian."
Ikhwana Nusantara,Jl Muhtar Raya Bukit Rivaria m4 no3,Depok • Jawa Barat,,bahan-bangunan,"suplier herbal minyak gosok cp Gurun Pasir, Madu Ramuan Herbal Penyakit kanker dan diabetes, Indo JAVANONI, jus Indo NONI. Pengobatan Penyakit dengan herbal ( kanker, diabetes, stroke, darah tinggi, ginjal, jantung dll) dan terapi alami bisa dipanggil. Terapy Bekam, Akupunktur, Terapy ear cadle, mas"
septictank Kencana,tampak siring barat 6,jakarta • Jawa Barat,,bahan-bangunan,"SELAMAT DATANG DI KENCANA SAKTI FIBREGLASS, PERUSAHAAN KAMI MEMPRODUKSI SEPTIC TANK , YANG MANA KAMI JUGA MEMPRODUKSI: 
 STP ( SEWAGE TREATMENT PLANT ) MERK BIOGREEN.
 WWTP ( WASTE WATER TREATMENT PLANT ) MERK kencana
 IPAL ( INSTALASI PENGOLAHAN AIR LIMBAH ) MERK kencana
 WTP ( WATER TREATMENT PLAN"
ud.sinarmutiara,"desa Bulujowo Gang : VI,Kec : Bancar",Tuban • Jawa Timur,,agrobisnis-produk-pangan,"Jual - Beli Kulit,Tulang ikan Parri dan miniature ship"
bidar_putra_sukses,"Jl. Penyelesaian Tomang IV Blok 97/10 Kav. DKI Kel.Meruya Utara, Kec.Kembangan, Jakbar",DKI Jakarta • Jakarta,,agrobisnis-produk-pangan,perusahaan yang bergerak dibidang perdagangan umum dan penyedia jasa tenaga kerja ahli untuk negara-negara asia pasific
PT Sekar Jagad Semesta,jl. HOS Cokroaminito raya no 12 sudimara ciledug tangerang,tangerang • Banten,,bahan-bangunan,"Kami adalah perusahaan suplyer dan kontraktor spesialis pengadaan dan pengerjaan alumunium composite panel, curtain wall, akustik ceiling armstrong, cubicle toilet, metal ceiling dan vynil floor. proyek kami sudah tersebar banyak di seluruh indonesia.
 
 Jika ada kebutuhan untuk material tersebut si"
Omega Jaya Film,Plaza Atrium Lt 5 Blok B No. 29 Jakarta Pusat,Jakarta • Jakarta,,bahan-bangunan,Menyediakan berbagai jenis kaca film untuk kendaraan dan rumah/ gedung anda
bachtiarmitra mandiri. cv,"Jl. Flores RT 8, No. 823, Kampung Satu",Tarakan • Kalimantan Timur,,bahan-bangunan,"Perusahaan yang bergerak dibidang jasa mekanikal dan elektrikal system.
 Perancangan, pemasangan, dan perawatan, untuk industri kecil, menengah, dan besar."
PD SATRIA STONE,"Jalan Balad no.55 RT 001 RW 001, Balad - Dukupuntang - Cirebo",Sumber - Cirebon • Jawa Barat,,agrobisnis-produk-pangan,"PD Satria stone adalah agen untuk distributor Diamond segment dan batu alam produksi, saya juga membuka pabrik produksi batu yang ada di indonesia, diantaranya andesit, palem, cupang dll.
 saya menyediakan Diamond segment untuk pemotongan berbagai macam batu di indonesia"
www.kinantishop.indonetwork.co.id,endangguwo,semarang • Jawa Tengah,,agrobisnis-produk-pangan,Selamat datang di toko on line kami yg selalu setia melayani anda dengan pelayanan yg selalu menjual barang terbaru dengan harga yg amat sangat terjangkau....
cv.mahaba,urabaya barat,surabaya • Jawa Timur,,agrobisnis-produk-pangan,"kami bergerak di bidang distributor general trading yang menjual beberapa produk antara lain solar, tiner, biotanol, molase, briket, dll"
HWL SWH,Sastra Graha #509,Jakarta • Jakarta,,bahan-bangunan,"Kami Perusahaan manufactur untuk SOLAR WATER HEATER, dengan aplikasi pemakaian untuk Rumah, Villa, hotel, Resort, Apartement, Bangunan Komersial, Bangunan Industri Pabrik atau apapun yang memerlukan AIR PANAS GRATIS. Dengan system SOLAR WATER HEATER , Pemanas air dengan Matahari yang bebas perawatan"
UD. MANDIRI TAMBANG JAYA,anyumanik,semarang • Jawa Tengah,085225288511,bahan-bangunan,"UD. MANDIRI TAMBANG JAYA, bergerak dalam berbagai bidang. pertama UD. MANDIRI TAMBANG JAYA melayani dalam hal elektronik, kebutuhan pokok, alat komunikasi, pakaian dan pelatihan atau training. 085225288511 atau di syarifhierfan89@ gmail.com. syarif hidayat."
PT Ciptana Karya Utama,"Jl. Nangka III No. 4, Cengkareng",Jakarta • Jakarta,,bahan-bangunan,
MEBEL JEPARAS,Jl. Soekarno Hatta KM 6 RT 01 RW 01 Tahuna,Jepara • Jawa Tengah,,agrobisnis-produk-pangan,
PT.Area Mandiri Lestari,Apartement Citylofts Sudirman Jl.KH Mas Mansyur  No 121 Jakarta Pusat 10220,Jakarta • Jakarta,,agrobisnis-produk-pangan,"Kami Perusahaan Sebagai Penyedia Benih Jabon Merah Kualitas Terbaik
 
 Pohon Jabon, kehebatan dan kelebihan pohon jabon melejit begitu cepat beberapa saat terakhir ini, begitu banyak masyarakat yang mencari benih Jabon, bibit Jabon dan kayu Jabon sekarang ini. Masih sangat baru mungkin dibandingkan"
Kreasi Cipta Mandiri,Komplek Budi Indah Blok H5 No.2 Utara,Tangerang • Banten,,bahan-bangunan,"KREASI CIPTA MANDIRI bergerak dibidang pembuatan custom furniture yang model, bentuk dan ukuran disesuaikan dengan design customer atau kami yang membuat design nya untuk customer. Adapun furniture yang kami produksi seperti : kitchen set, bed set, wardrobe, tv panel, lemari sekat, meja kantor dll."
UD. Sinar Baru,Jl. HOS Cokroaminoto 44c,Bangkalan • Jawa Timur,,bahan-bangunan,"Kecamatan Tanjung Bumi, yang berjarak sekitar 50 kilometer dari pusat kota Kabupaten Bangkalan, Madura, adalah salah satu sentranya. Nama Tanjung Bumi menjadi sangat identik dengan Batik Madura. Motif dan warna yang tertuang pada kain merefleksikan karakter masyarakat lokal."
CV. BANGUN MANDIRI,"erumkop suko A/001 rt20/rw02 ds,suko kec,sukodono kab,sidoarjo",sidoarjo • Jawa Timur,,bahan-bangunan,"Specialist: 
 Splicing Belt Conveyor, Rubber lining, Lagging Drum Pully, Vender Dll
 Memproduksi: 
 Segala macam bentuk karet sesuai permintaan Kami melayani pangilan jasa penyambungan belt conveyor, lagging pully, Lining Tangki dll"
CV Sangkakala Rubber,Jalan Ikan Mungsing 9 No 1,Surabaya • Jawa Timur,,agrobisnis-produk-pangan,
PASCAL Instrument,"Pertokoan BINTANG parung, Blok C 2, Bogor",BOGOR • Jawa Barat,,agrobisnis-produk-pangan,"kami jual alat-alat instrument, alat-alat teknik, alat-alat ukur, alat-alat test, testing instrument.
 
 kami jual pocket conductivity meter, portable conductivity / temp/ TDS, portable DO, pocket ORP, PH Meter, PH Meter/ Temp, Portable PH/ ORP/ Temp, Multimeter PH/ ORP/ ISE/ TDS/ Temp, pocket TDS M"
alamisehatco,"Pondok, Karanganom",Klaten • Jawa Tengah,,agrobisnis-produk-pangan,"we are a provider of food are processed organically. since planted, cultivated, and harvested handled by holding the organic principles.
 kami adalah penyedia bahan pangan yang diproses secara organik. sejak ditanam, dipupuk, dan dipanen ditangani dengan memegang prinsip-prinsip organik"
General Cleaning Service,Jl.RE Sulaeman 35,Bogor • Jawa Barat,,bahan-bangunan,"Kami adalah perusahaan jasa yang bergerak dibidang cleaning service bagi instansi-instansi ataupun personal. Layanan kami mencakup; poles lantai, membersihkan kaca, wastafel, kloset, lampu kristal, poles stainles-kuningan-logam, dan memversihkan serta mengecat bangunan."
Bandung Steel,Jl. Soekarno Hatta No. 537 (Samping Griya Soekarno Hatta),Bandung • Jawa Barat,,bahan-bangunan,"Kami menjual: produk baja seperti plat lembaran/ coil, truss/ reng, bondek dan seng gelombang.
 
 Payment: cash
 Loco: Bandung"
Lowo Mas,Mayjen Sutoyo Avenue,Magelang • Jawa Tengah,,bahan-bangunan,"General supplier, furniture, handicraft, retail shop"
UDSantosa,RTA Milono,palangkaraya • Kalimantan Tengah,,agrobisnis-produk-pangan,"Kami adalah perusahaan yang bergerak di bidang penyediaan karet alam yang berlokasi di kalimantan tengah, dengan pengalaman lebih dari 10 tahun di bidangnya dan kemampuan untuk menyediakan karet alam dengan kapasitas lebih dari 100 ton dalam setiap bulannya kami berharap sanggup untuk mencukupi kebu"
Maseda,Jl. Raya Tegalsembadra No. 5,Indramayu • Jawa Barat,,agrobisnis-produk-pangan,"Maseda merupakan distibutor yang menjual beberapa produk hasil pengolahan perikanan.
 
 Sumber daya perikanan di Indonesia merupakan potensi yang luar biasa. Sebagian besar wilayah Indonesia merupakan perairan. Hasil perikanan bisa diperoleh dari perairan laut dan budidaya yang saat ini sudah berkem"
anantakeboenku,jl.am sangaji,yogyakarta • Yogyakarta,,agrobisnis-produk-pangan,"ananta bergerak di bidang penjualan bibit gelombang cinta.
anda bisa membeli bibit gelombang cinta seharga 17rb perbibit(pengambilan per1000).
adapun spesifikasi bibit tersebut sudah berdaun rata2 2-3 daun"
Indotech,Jl Bojongloa no. 25,Bandung • Jawa Barat,,bahan-bangunan,"Kami menyediakan produk - produk keamanan dengan menggunakan bahan - bahan yang terbaik. Produk - produk kami adalah : 
 
 - Palang Parkir / Parking Barrier
 - Gerbang Otomatis / Automatic Gate
 - Rolling Door Otomatis / Automatic Rolling Door
 - Rolling Door Manual
 - Folding Gate
 - Sliding Gate"
Kost Putri K-11,Jl Ketintang Timur PTT Va No 11,SURABAYA • Jawa Timur,08133033770/085252229190,bahan-bangunan,"KOST PUTRI ( NEW) 
 
 dekat Kampus Unesa, Giant dan Royal Plaza Surabaya
 
 fasilitas : Mesin cuci, TV, ( Fitnes) , Living Room dll
 Alamat : Ketintang Timur PTT VA No 11 Surabaya
 HUB : 08133033770, 085252229190 ( CHANZA/ nugroho)"
PT SITOR Jaya Abadi,Jl.mangga Dua Raya Kopm.GBC Blok B No.55,DKI Jakarta • Jakarta,,bahan-bangunan,"PT. Sitor Jaya Abadi adalah Perusahaan Yang Bergerak dibidang Importir, Supplier untuk Artikel Stokist Dan kebutuhan bahan Carbon Steel, Stainless Steel, Semen Lining, Paduan Baja bagi Proyek Dan Perindustrian Di Indonesia spesialis. Kami dalam mensupport ( mensupply) Proyek kebutuhan untuk Artikel"
Bina Jaya,ugel rt11/03 kedung,jepara • Jawa Tengah,,agrobisnis-produk-pangan,"Bina Jaya Furniture Bina Jaya adalah manufaktur furniture yang menyediakan furniture dengan bahan kayu jati dengan gaya minimalis, naturalis dan antique kepada para konsumen.Kami menyediakan kebutuhan furniture untuk perumahan, Apartemen, Hotel, KantorRestaurant, dll."
PT.GRAHA MITRA UTAMA,Jl.sungai landak no. 168,jakarta utara • Jakarta,,agrobisnis-produk-pangan,"Sekilas Perusahaan
 Produsen Urea Terbesar - Berorientasi Lingkungan
 
 PT Pupuk GRAHA MITRA UTAMA adalah produsen pupuk urea terbesar di Indonesia, disamping produsen amoniak dan pupuk NPK. Pupuk GRAHA MITRA UTAMA memenuhi kebutuhan pupuk domestik, baik untuk sektor tanaman pangan melalui distribus"
Tecno Agro Kertasarie,"Kp Citawa 01,Desa Tarumajaya-Kecamatan Kertasari",Bandung • Jawa Barat,,agrobisnis-produk-pangan,"Techno Agro Kertasarie adalah kelompok penangkar benih/ bibit kentang bersertifikat yang sudah di akui oleh dinas pertanian provinsi jawa barat, yang menghasilkan penangkaran benih kentang g1 g2 g3 g4 hasil sertifikasi lapangan maupun di gudang dibawah pengawasan Uptd.Bpsb-Tph provinsi jawa barat.."
GARUDA JAYA MANDIRI,Perum. Graha raya cluster valencia k8/18,Serpong • Banten,,bahan-bangunan,"PERUSAHAAN KAMI BERDIRI SEJAK TAHUN 2001. PERUSAHAAN KAMI BERGERAK DIBIDANG SUPPLAY BAHAN BANGUNAN UNTUK KEBUTUHAN PROYEK BANGUNAN. PRODUK YANG TERSEDIA PAKU SERI, PAKU TRIPPLEK, PAKU SENG, KAWAT BENDRAT, SENG TALANG, SENG GELOMBANG, KARPET TALANG, SEMEN PUTIH, CORNICE COMPOND, EMBER COR, PENGKI PLA"
banjarVCO,Blambangan jl.Pandean No.40 Bawang Banjarnegara,Banjarnegara • Jawa Tengah,,agrobisnis-produk-pangan,"Kami fokus dalam produksi minyak kelapa murni( VCO) berskala home industri untuk kebutuhan pabrik kosmetik, obat dan farmasi serta yang lain.Kami selalu siap dalam peningkatan produksi kami karena kami selalu berkerjasama serta melibatkan masyarakat sekitar kami."
PT.Mentari Bumi Lestari,Jl.Kartini Raya No. 55 F Jakarta 10750 Indonesia,jakarta • Jakarta,,agrobisnis-produk-pangan,PT.Mentari Bumi Lestari adalah perusahaan yang bergerak di sektor penjualan Pupuk Organik yang lansung diproduksi sendiri oleh perusahaan kami.
